CustomerID,Region,TransactionsCount,LastVisit,StoreCleanliness,StaffHelpfulness,CheckoutEfficiency
4470,West,5,2023-01-04 02:29:00,Good,Poor,Average
4471,West,6,2023-01-04 02:30:00,Good,Average,Poor
4472,West,8,2023-01-04 02:31:00,Average,Average,Good
4474,Midwest,5,2023-01-04 02:33:00,Average,Average,Good
4475,South,6,2023-01-04 02:34:00,Good,Good,Poor
4476,Midwest,4,2023-01-04 02:35:00,Good,Average,Average
4477,Midwest,3,2023-01-04 02:36:00,Good,Average,Good
4478,Midwest,5,2023-01-04 02:37:00,Average,Average,Good
4479,South,6,2023-01-04 02:38:00,Average,Good,Average
4480,South,6,2023-01-04 02:39:00,Good,Poor,Good
4482,Midwest,4,2023-01-04 02:41:00,Average,Good,Average
4483,South,5,2023-01-04 02:42:00,Good,Poor,Average
4484,South,8,2023-01-04 02:43:00,Good,Good,Poor
4486,South,10,2023-01-04 02:45:00,Good,Average,Average
4488,Midwest,5,2023-01-04 02:47:00,Average,Good,Good
4489,West,5,2023-01-04 02:48:00,Average,Average,Good
4490,South,5,2023-01-04 02:49:00,Good,Good,Average
4491,Midwest,1,2023-01-04 02:50:00,Poor,Good,Poor
4492,South,3,2023-01-04 02:51:00,Good,Average,Good
4493,South,8,2023-01-04 02:52:00,Good,Good,Average
4494,West,3,2023-01-04 02:53:00,Average,Good,Average
4495,South,5,2023-01-04 02:54:00,Average,Good,Good
4496,South,4,2023-01-04 02:55:00,Poor,Poor,Average
4497,Midwest,2,2023-01-04 02:56:00,Average,Poor,Average
4499,Midwest,3,2023-01-04 02:58:00,Good,Good,Good
4500,Midwest,7,2023-01-04 02:59:00,Good,Good,Good
4501,South,10,2023-01-04 03:00:00,Average,Good,Average
4502,South,3,2023-01-04 03:01:00,Good,Poor,Poor
4503,Midwest,2,2023-01-04 03:02:00,Good,Average,Good
4505,Midwest,5,2023-01-04 03:04:00,Poor,Poor,Good
4506,Midwest,9,2023-01-04 03:05:00,Average,Good,Average
4507,South,3,2023-01-04 03:06:00,Good,Good,Good
4509,South,4,2023-01-04 03:08:00,Good,Good,Good
4510,West,5,2023-01-04 03:09:00,Good,Good,Poor
4512,Midwest,7,2023-01-04 03:11:00,Good,Good,Average
4514,South,8,2023-01-04 03:13:00,Average,Good,Average
4515,South,7,2023-01-04 03:14:00,Average,Good,Average
4516,Midwest,6,2023-01-04 03:15:00,Average,Average,Good
4517,South,9,2023-01-04 03:16:00,Good,Average,Poor
4518,West,7,2023-01-04 03:17:00,Good,Average,Good
4521,West,5,2023-01-04 03:20:00,Good,Average,Average
4522,South,11,2023-01-04 03:21:00,Good,Good,Average
4523,West,1,2023-01-04 03:22:00,Average,Good,Good
4524,South,5,2023-01-04 03:23:00,Poor,Poor,Good
4525,West,7,2023-01-04 03:24:00,Good,Good,Average
4526,Midwest,8,2023-01-04 03:25:00,Average,Poor,Average
4527,South,3,2023-01-04 03:26:00,Average,Good,Good
4528,West,9,2023-01-04 03:27:00,Good,Average,Poor
4529,South,7,2023-01-04 03:28:00,Average,Average,Good
4531,Midwest,10,2023-01-04 03:30:00,Good,Good,Good
4534,Midwest,1,2023-01-04 03:33:00,Good,Poor,Good
4535,South,8,2023-01-04 03:34:00,Average,Average,Good
4536,South,5,2023-01-04 03:35:00,Good,Good,Good
4537,Midwest,7,2023-01-04 03:36:00,Good,Average,Good
4538,South,3,2023-01-04 03:37:00,Poor,Good,Average
4542,South,6,2023-01-04 03:41:00,Good,Good,Good
4544,Midwest,3,2023-01-04 03:43:00,Average,Good,Good
4545,Midwest,4,2023-01-04 03:44:00,Good,Average,Good
4546,West,6,2023-01-04 03:45:00,Good,Average,Good
4548,South,5,2023-01-04 03:47:00,Good,Good,Average
4549,South,11,2023-01-04 03:48:00,Good,Average,Average
4550,West,2,2023-01-04 03:49:00,Average,Good,Average
4551,West,11,2023-01-04 03:50:00,Good,Good,Good
4554,West,6,2023-01-04 03:53:00,Good,Good,Average
4555,Midwest,5,2023-01-04 03:54:00,Average,Good,Good
4556,South,5,2023-01-04 03:55:00,Good,Average,Average
4557,South,4,2023-01-04 03:56:00,Average,Average,Average
4558,South,5,2023-01-04 03:57:00,Good,Average,Good
4559,West,3,2023-01-04 03:58:00,Average,Average,Good
4560,West,3,2023-01-04 03:59:00,Good,Average,Good
4561,South,4,2023-01-04 04:00:00,Good,Good,Average
4562,Midwest,5,2023-01-04 04:01:00,Good,Average,Average
4563,West,3,2023-01-04 04:02:00,Good,Average,Good
4566,West,8,2023-01-04 04:05:00,Poor,Average,Average
4567,Midwest,8,2023-01-04 04:06:00,Good,Average,Good
4570,West,7,2023-01-04 04:09:00,Good,Average,Good
4571,South,6,2023-01-04 04:10:00,Good,Average,Good
4572,South,5,2023-01-04 04:11:00,Good,Average,Average
4574,West,4,2023-01-04 04:13:00,Good,Average,Good
4575,West,5,2023-01-04 04:14:00,Poor,Average,Average
4576,Midwest,4,2023-01-04 04:15:00,Average,Good,Good
4577,Midwest,6,2023-01-04 04:16:00,Good,Good,Average
4579,West,1,2023-01-04 04:18:00,Good,Good,Good
4580,South,6,2023-01-04 04:19:00,Poor,Good,Average
4581,West,7,2023-01-04 04:20:00,Good,Good,Good
4582,Midwest,7,2023-01-04 04:21:00,Good,Good,Good
4583,West,8,2023-01-04 04:22:00,Average,Average,Good
4584,West,6,2023-01-04 04:23:00,Good,Good,Average
4585,South,8,2023-01-04 04:24:00,Poor,Good,Good
4586,West,10,2023-01-04 04:25:00,Poor,Good,Good
4587,Midwest,1,2023-01-04 04:26:00,Average,Average,Average
4589,South,5,2023-01-04 04:28:00,Average,Good,Average
4590,South,6,2023-01-04 04:29:00,Average,Good,Good
4591,South,5,2023-01-04 04:30:00,Average,Good,Good
4593,South,4,2023-01-04 04:32:00,Good,Average,Good
4594,Midwest,3,2023-01-04 04:33:00,Good,Good,Poor
4595,Midwest,4,2023-01-04 04:34:00,Good,Average,Average
4596,South,6,2023-01-04 04:35:00,Good,Good,Average
4597,South,2,2023-01-04 04:36:00,Average,Average,Average
4599,Midwest,6,2023-01-04 04:38:00,Average,Good,Good
4600,Midwest,2,2023-01-04 04:39:00,Average,Good,Good
4602,West,3,2023-01-04 04:41:00,Good,Good,Average
4603,West,4,2023-01-04 04:42:00,Good,Good,Poor
4604,Midwest,7,2023-01-04 04:43:00,Average,Good,Poor
4605,West,3,2023-01-04 04:44:00,Poor,Good,Average
4606,West,2,2023-01-04 04:45:00,Poor,Average,Good
4607,West,4,2023-01-04 04:46:00,Good,Good,Good
4609,West,4,2023-01-04 04:48:00,Average,Average,Average
4610,Midwest,5,2023-01-04 04:49:00,Poor,Good,Average
4611,Midwest,4,2023-01-04 04:50:00,Good,Average,Average
4613,Midwest,6,2023-01-04 04:52:00,Average,Average,Good
4616,Midwest,2,2023-01-04 04:55:00,Average,Average,Good
4617,West,5,2023-01-04 04:56:00,Poor,Good,Good
4618,West,2,2023-01-04 04:57:00,Good,Average,Average
4619,Midwest,3,2023-01-04 04:58:00,Average,Good,Poor
4620,West,3,2023-01-04 04:59:00,Good,Good,Good
4621,West,3,2023-01-04 05:00:00,Good,Average,Good
4622,West,5,2023-01-04 05:01:00,Good,Poor,Average
4624,South,4,2023-01-04 05:03:00,Average,Good,Good
4625,West,3,2023-01-04 05:04:00,Good,Average,Good
4626,South,3,2023-01-04 05:05:00,Good,Average,Average
4627,Midwest,3,2023-01-04 05:06:00,Average,Good,Good
4628,South,9,2023-01-04 05:07:00,Good,Good,Good
4629,South,2,2023-01-04 05:08:00,Average,Good,Poor
4630,South,5,2023-01-04 05:09:00,Good,Good,Average
4632,Midwest,2,2023-01-04 05:11:00,Average,Good,Average
4633,West,2,2023-01-04 05:12:00,Good,Average,Average
4634,West,7,2023-01-04 05:13:00,Average,Good,Good
4636,West,7,2023-01-04 05:15:00,Good,Average,Average
4637,Midwest,2,2023-01-04 05:16:00,Average,Average,Poor
4638,South,3,2023-01-04 05:17:00,Average,Good,Average
4639,West,4,2023-01-04 05:18:00,Average,Average,Poor
4640,West,7,2023-01-04 05:19:00,Good,Average,Average
4641,West,7,2023-01-04 05:20:00,Average,Good,Poor
4642,Midwest,5,2023-01-04 05:21:00,Good,Good,Poor
4643,West,2,2023-01-04 05:22:00,Average,Average,Good
4645,South,5,2023-01-04 05:24:00,Good,Good,Good
4646,South,5,2023-01-04 05:25:00,Good,Good,Average
4647,South,5,2023-01-04 05:26:00,Good,Poor,Average
4648,Midwest,8,2023-01-04 05:27:00,Average,Good,Good
4649,West,3,2023-01-04 05:28:00,Average,Good,Average
4652,South,6,2023-01-04 05:31:00,Good,Good,Average
4653,Midwest,4,2023-01-04 05:32:00,Good,Average,Good
4654,West,11,2023-01-04 05:33:00,Average,Average,Poor
4655,Midwest,8,2023-01-04 05:34:00,Good,Good,Average
4657,West,4,2023-01-04 05:36:00,Average,Average,Poor
4658,South,5,2023-01-04 05:37:00,Average,Average,Poor
4660,South,4,2023-01-04 05:39:00,Good,Good,Average
4661,South,8,2023-01-04 05:40:00,Good,Average,Good
4662,South,7,2023-01-04 05:41:00,Average,Good,Good
4663,Midwest,7,2023-01-04 05:42:00,Average,Average,Poor
4664,West,2,2023-01-04 05:43:00,Good,Average,Average
4665,West,6,2023-01-04 05:44:00,Good,Average,Good
4666,South,7,2023-01-04 05:45:00,Good,Good,Average
4668,West,5,2023-01-04 05:47:00,Good,Poor,Good
4669,South,3,2023-01-04 05:48:00,Average,Average,Average
4670,South,5,2023-01-04 05:49:00,Average,Average,Average
4671,Midwest,5,2023-01-04 05:50:00,Average,Average,Average
4672,West,6,2023-01-04 05:51:00,Average,Average,Good
4673,South,2,2023-01-04 05:52:00,Good,Good,Average
4675,Midwest,9,2023-01-04 05:54:00,Good,Good,Average
4676,West,4,2023-01-04 05:55:00,Average,Average,Good
4678,West,2,2023-01-04 05:57:00,Average,Good,Good
4679,South,3,2023-01-04 05:58:00,Average,Good,Average
4680,South,10,2023-01-04 05:59:00,Poor,Good,Average
4681,Midwest,9,2023-01-04 06:00:00,Average,Good,Average
4683,West,6,2023-01-04 06:02:00,Average,Average,Good
4684,Midwest,3,2023-01-04 06:03:00,Good,Poor,Good
4685,West,6,2023-01-04 06:04:00,Good,Good,Good
4686,Midwest,8,2023-01-04 06:05:00,Good,Good,Good
4689,South,2,2023-01-04 06:08:00,Good,Good,Average
4690,West,3,2023-01-04 06:09:00,Good,Good,Good
4691,Midwest,8,2023-01-04 06:10:00,Good,Average,Poor
4692,Midwest,11,2023-01-04 06:11:00,Average,Good,Average
4693,Midwest,4,2023-01-04 06:12:00,Poor,Average,Average
4694,South,5,2023-01-04 06:13:00,Good,Average,Average
4695,Midwest,4,2023-01-04 06:14:00,Good,Average,Good
4696,West,3,2023-01-04 06:15:00,Good,Good,Good
4697,South,3,2023-01-04 06:16:00,Average,Average,Good
4698,South,5,2023-01-04 06:17:00,Poor,Poor,Average
4700,West,5,2023-01-04 06:19:00,Good,Poor,Good
4703,South,1,2023-01-04 06:22:00,Average,Average,Good
4704,South,1,2023-01-04 06:23:00,Average,Good,Average
4705,Midwest,1,2023-01-04 06:24:00,Good,Average,Average
4706,Midwest,4,2023-01-04 06:25:00,Good,Average,Average
4707,West,7,2023-01-04 06:26:00,Average,Average,Poor
4709,West,2,2023-01-04 06:28:00,Good,Good,Poor
4710,South,7,2023-01-04 06:29:00,Average,Average,Good
4711,Midwest,1,2023-01-04 06:30:00,Good,Poor,Good
4712,Midwest,6,2023-01-04 06:31:00,Average,Average,Good
4713,Midwest,7,2023-01-04 06:32:00,Good,Poor,Poor
4714,West,3,2023-01-04 06:33:00,Good,Good,Good
4715,South,5,2023-01-04 06:34:00,Poor,Poor,Good
4716,Midwest,7,2023-01-04 06:35:00,Good,Poor,Average
4717,South,6,2023-01-04 06:36:00,Average,Average,Average
4718,West,11,2023-01-04 06:37:00,Average,Good,Good
4719,Midwest,4,2023-01-04 06:38:00,Average,Average,Good
4720,West,9,2023-01-04 06:39:00,Poor,Poor,Good
4721,Midwest,9,2023-01-04 06:40:00,Good,Good,Average
4724,Midwest,3,2023-01-04 06:43:00,Average,Good,Good
4727,West,4,2023-01-04 06:46:00,Average,Good,Poor
4728,West,4,2023-01-04 06:47:00,Good,Average,Good
4729,South,7,2023-01-04 06:48:00,Average,Good,Good
4733,South,5,2023-01-04 06:52:00,Average,Average,Poor
4734,West,3,2023-01-04 06:53:00,Average,Average,Average
4735,Midwest,4,2023-01-04 06:54:00,Average,Good,Good
4737,South,4,2023-01-04 06:56:00,Good,Average,Good
4738,Midwest,1,2023-01-04 06:57:00,Good,Good,Average
4739,Midwest,2,2023-01-04 06:58:00,Good,Good,Average
4740,South,3,2023-01-04 06:59:00,Good,Poor,Good
4741,South,9,2023-01-04 07:00:00,Good,Average,Good
4744,West,3,2023-01-04 07:03:00,Good,Poor,Average
4749,Midwest,9,2023-01-04 07:08:00,Good,Average,Average
4750,West,10,2023-01-04 07:09:00,Good,Average,Good
4751,Midwest,5,2023-01-04 07:10:00,Good,Good,Poor
4752,Midwest,5,2023-01-04 07:11:00,Average,Average,Average
4753,South,3,2023-01-04 07:12:00,Good,Good,Average
4754,South,6,2023-01-04 07:13:00,Good,Poor,Good
4755,West,6,2023-01-04 07:14:00,Good,Average,Poor
4756,West,3,2023-01-04 07:15:00,Good,Average,Good
4758,West,7,2023-01-04 07:17:00,Average,Average,Average
4759,Midwest,6,2023-01-04 07:18:00,Average,Average,Average
4760,West,7,2023-01-04 07:19:00,Good,Good,Good
4761,Midwest,3,2023-01-04 07:20:00,Good,Average,Average
4762,West,7,2023-01-04 07:21:00,Good,Good,Good
4763,West,5,2023-01-04 07:22:00,Good,Poor,Good
4765,South,8,2023-01-04 07:24:00,Good,Average,Average
4766,West,7,2023-01-04 07:25:00,Good,Good,Good
4767,West,6,2023-01-04 07:26:00,Average,Good,Good
4769,South,6,2023-01-04 07:28:00,Average,Average,Good
4770,Midwest,12,2023-01-04 07:29:00,Good,Good,Poor
4772,Midwest,7,2023-01-04 07:31:00,Poor,Good,Average
4774,West,6,2023-01-04 07:33:00,Good,Average,Good
4775,Midwest,6,2023-01-04 07:34:00,Good,Good,Average
4776,West,6,2023-01-04 07:35:00,Average,Average,Average
4778,Midwest,4,2023-01-04 07:37:00,Good,Poor,Good
4783,South,2,2023-01-04 07:42:00,Good,Average,Average
4784,Midwest,5,2023-01-04 07:43:00,Average,Average,Good
4785,Midwest,4,2023-01-04 07:44:00,Average,Good,Good
4786,Midwest,4,2023-01-04 07:45:00,Good,Average,Average
4787,West,5,2023-01-04 07:46:00,Average,Poor,Good
4788,West,8,2023-01-04 07:47:00,Good,Average,Good
4789,Midwest,5,2023-01-04 07:48:00,Good,Average,Poor
4790,Midwest,5,2023-01-04 07:49:00,Average,Average,Good
4792,West,4,2023-01-04 07:51:00,Good,Good,Average
4794,Midwest,4,2023-01-04 07:53:00,Average,Average,Poor
4795,Midwest,3,2023-01-04 07:54:00,Good,Good,Good
4796,Midwest,9,2023-01-04 07:55:00,Good,Good,Good
4798,West,1,2023-01-04 07:57:00,Average,Average,Average
4800,South,6,2023-01-04 07:59:00,Good,Average,Average
4803,West,6,2023-01-04 08:02:00,Good,Average,Poor
4805,West,5,2023-01-04 08:04:00,Average,Poor,Average
4806,South,3,2023-01-04 08:05:00,Good,Poor,Good
4808,West,6,2023-01-04 08:07:00,Good,Good,Average
4810,West,9,2023-01-04 08:09:00,Average,Good,Good
4812,West,5,2023-01-04 08:11:00,Good,Average,Good
4814,South,4,2023-01-04 08:13:00,Average,Good,Good
4815,West,3,2023-01-04 08:14:00,Average,Average,Good
4816,West,5,2023-01-04 08:15:00,Poor,Average,Good
4817,West,3,2023-01-04 08:16:00,Good,Average,Good
4818,West,7,2023-01-04 08:17:00,Good,Good,Good
4819,West,5,2023-01-04 08:18:00,Good,Average,Average
4821,Midwest,8,2023-01-04 08:20:00,Good,Good,Average
4822,Midwest,3,2023-01-04 08:21:00,Good,Good,Good
4823,Midwest,4,2023-01-04 08:22:00,Good,Poor,Average
4824,Midwest,3,2023-01-04 08:23:00,Poor,Good,Good
4825,South,7,2023-01-04 08:24:00,Poor,Poor,Good
4827,South,9,2023-01-04 08:26:00,Good,Good,Average
4829,Midwest,3,2023-01-04 08:28:00,Good,Good,Good
4830,South,3,2023-01-04 08:29:00,Average,Good,Good
4831,West,3,2023-01-04 08:30:00,Average,Average,Average
4832,South,6,2023-01-04 08:31:00,Average,Average,Good
4833,South,8,2023-01-04 08:32:00,Good,Poor,Good
4835,South,3,2023-01-04 08:34:00,Average,Good,Average
4837,Midwest,3,2023-01-04 08:36:00,Average,Average,Good
4838,Midwest,7,2023-01-04 08:37:00,Average,Good,Good
4840,Midwest,6,2023-01-04 08:39:00,Good,Poor,Good
4841,West,4,2023-01-04 08:40:00,Good,Average,Poor
4842,West,5,2023-01-04 08:41:00,Good,Good,Good
4843,Midwest,3,2023-01-04 08:42:00,Average,Good,Good
4846,Midwest,7,2023-01-04 08:45:00,Average,Good,Average
4847,West,3,2023-01-04 08:46:00,Average,Average,Good
4849,West,8,2023-01-04 08:48:00,Average,Good,Average
4851,West,8,2023-01-04 08:50:00,Average,Good,Average
4852,Midwest,4,2023-01-04 08:51:00,Good,Average,Good
4853,West,7,2023-01-04 08:52:00,Average,Average,Good
4854,Midwest,4,2023-01-04 08:53:00,Good,Good,Good
4855,South,7,2023-01-04 08:54:00,Good,Good,Good
4858,West,6,2023-01-04 08:57:00,Average,Average,Good
4859,West,8,2023-01-04 08:58:00,Good,Good,Good
4860,West,7,2023-01-04 08:59:00,Good,Good,Average
4861,South,5,2023-01-04 09:00:00,Average,Average,Average
4862,West,9,2023-01-04 09:01:00,Good,Average,Good
4864,Midwest,9,2023-01-04 09:03:00,Poor,Good,Average
4865,Midwest,6,2023-01-04 09:04:00,Average,Average,Average
4866,South,9,2023-01-04 09:05:00,Average,Poor,Good
4867,Midwest,5,2023-01-04 09:06:00,Good,Poor,Poor
4869,South,4,2023-01-04 09:08:00,Good,Good,Good
4870,West,5,2023-01-04 09:09:00,Good,Good,Good
4871,Midwest,0,2023-01-04 09:10:00,Good,Good,Average
4875,Midwest,2,2023-01-04 09:14:00,Good,Poor,Poor
4876,South,2,2023-01-04 09:15:00,Average,Good,Average
4877,South,2,2023-01-04 09:16:00,Good,Good,Average
4878,South,11,2023-01-04 09:17:00,Average,Poor,Poor
4879,Midwest,6,2023-01-04 09:18:00,Good,Good,Average
4880,West,3,2023-01-04 09:19:00,Good,Good,Poor
4882,Midwest,5,2023-01-04 09:21:00,Good,Good,Average
4883,West,5,2023-01-04 09:22:00,Average,Average,Good
4886,West,7,2023-01-04 09:25:00,Good,Good,Good
4887,Midwest,6,2023-01-04 09:26:00,Average,Good,Good
4888,South,3,2023-01-04 09:27:00,Average,Average,Average
4890,South,1,2023-01-04 09:29:00,Good,Good,Good
4891,Midwest,11,2023-01-04 09:30:00,Average,Good,Average
4893,South,5,2023-01-04 09:32:00,Good,Good,Average
4895,Midwest,1,2023-01-04 09:34:00,Average,Good,Good
4898,Midwest,7,2023-01-04 09:37:00,Average,Good,Good
4900,West,8,2023-01-04 09:39:00,Average,Average,Poor
4902,Midwest,11,2023-01-04 09:41:00,Good,Good,Good
4904,Midwest,8,2023-01-04 09:43:00,Average,Average,Average
4905,West,6,2023-01-04 09:44:00,Average,Good,Average
4907,West,2,2023-01-04 09:46:00,Average,Average,Average
4909,South,3,2023-01-04 09:48:00,Average,Good,Average
4910,South,6,2023-01-04 09:49:00,Average,Average,Good
4911,West,6,2023-01-04 09:50:00,Good,Average,Poor
4912,South,3,2023-01-04 09:51:00,Average,Good,Average
4913,South,9,2023-01-04 09:52:00,Average,Average,Good
4916,West,5,2023-01-04 09:55:00,Good,Average,Poor
4917,Midwest,2,2023-01-04 09:56:00,Average,Good,Good
4918,Midwest,6,2023-01-04 09:57:00,Average,Good,Good
4919,West,6,2023-01-04 09:58:00,Good,Good,Good
4920,Midwest,4,2023-01-04 09:59:00,Good,Good,Average
4921,West,8,2023-01-04 10:00:00,Good,Good,Average
4922,South,2,2023-01-04 10:01:00,Average,Poor,Good
4923,South,6,2023-01-04 10:02:00,Good,Poor,Good
4924,West,7,2023-01-04 10:03:00,Good,Average,Good
4926,Midwest,4,2023-01-04 10:05:00,Good,Good,Average
4927,Midwest,7,2023-01-04 10:06:00,Average,Average,Average
4929,South,1,2023-01-04 10:08:00,Good,Good,Good
4930,West,3,2023-01-04 10:09:00,Average,Good,Average
4931,Midwest,5,2023-01-04 10:10:00,Average,Average,Good
4932,Midwest,3,2023-01-04 10:11:00,Good,Average,Average
4933,West,4,2023-01-04 10:12:00,Good,Average,Good
4934,Midwest,5,2023-01-04 10:13:00,Poor,Good,Poor
4935,Midwest,4,2023-01-04 10:14:00,Average,Average,Average
4936,Midwest,1,2023-01-04 10:15:00,Poor,Good,Average
4937,West,9,2023-01-04 10:16:00,Good,Average,Good
4938,South,3,2023-01-04 10:17:00,Good,Poor,Good
4939,West,10,2023-01-04 10:18:00,Good,Good,Good
4940,West,2,2023-01-04 10:19:00,Good,Average,Average
4941,Midwest,2,2023-01-04 10:20:00,Average,Good,Good
4942,Midwest,4,2023-01-04 10:21:00,Good,Average,Good
4943,West,7,2023-01-04 10:22:00,Good,Average,Average
4944,Midwest,5,2023-01-04 10:23:00,Good,Average,Good
4945,West,2,2023-01-04 10:24:00,Average,Good,Poor
4946,West,6,2023-01-04 10:25:00,Good,Good,Good
4947,South,6,2023-01-04 10:26:00,Good,Good,Good
4948,South,4,2023-01-04 10:27:00,Good,Good,Good
4949,West,4,2023-01-04 10:28:00,Average,Average,Average
4950,West,3,2023-01-04 10:29:00,Good,Average,Good
4951,Midwest,1,2023-01-04 10:30:00,Poor,Poor,Good
4953,Midwest,4,2023-01-04 10:32:00,Good,Average,Poor
4954,South,2,2023-01-04 10:33:00,Good,Good,Average
4955,Midwest,2,2023-01-04 10:34:00,Average,Good,Average
4956,South,8,2023-01-04 10:35:00,Good,Average,Average
4957,Midwest,6,2023-01-04 10:36:00,Average,Good,Good
4958,South,4,2023-01-04 10:37:00,Average,Average,Average
4960,South,3,2023-01-04 10:39:00,Good,Good,Poor
4961,South,3,2023-01-04 10:40:00,Average,Average,Good
4963,Midwest,4,2023-01-04 10:42:00,Good,Average,Good
4964,South,7,2023-01-04 10:43:00,Good,Good,Good
4965,Midwest,7,2023-01-04 10:44:00,Poor,Average,Good
4967,West,5,2023-01-04 10:46:00,Average,Average,Good
4968,South,4,2023-01-04 10:47:00,Good,Good,Average
4969,West,3,2023-01-04 10:48:00,Good,Good,Average
4970,Midwest,4,2023-01-04 10:49:00,Good,Average,Average
4971,Midwest,2,2023-01-04 10:50:00,Good,Average,Average
4972,West,2,2023-01-04 10:51:00,Good,Good,Average
4973,South,6,2023-01-04 10:52:00,Average,Poor,Good
4974,South,7,2023-01-04 10:53:00,Good,Good,Average
4975,Midwest,2,2023-01-04 10:54:00,Good,Good,Good
4976,Midwest,4,2023-01-04 10:55:00,Poor,Average,Good
4981,West,9,2023-01-04 11:00:00,Good,Average,Average
4983,South,3,2023-01-04 11:02:00,Good,Average,Good
4984,West,5,2023-01-04 11:03:00,Good,Good,Average
4985,South,2,2023-01-04 11:04:00,Good,Good,Average
4987,South,8,2023-01-04 11:06:00,Average,Average,Average
4988,South,6,2023-01-04 11:07:00,Average,Average,Good
4989,South,4,2023-01-04 11:08:00,Average,Good,Good
4990,West,10,2023-01-04 11:09:00,Average,Average,Poor
4991,West,3,2023-01-04 11:10:00,Poor,Good,Good
4992,South,3,2023-01-04 11:11:00,Good,Good,Good
4993,Midwest,6,2023-01-04 11:12:00,Good,Good,Average
4994,South,5,2023-01-04 11:13:00,Average,Average,Good
4996,West,5,2023-01-04 11:15:00,Poor,Good,Good
4998,Midwest,6,2023-01-04 11:17:00,Poor,Poor,Good
4999,West,8,2023-01-04 11:18:00,Good,Good,Average
5000,South,2,2023-01-04 11:19:00,Good,Good,Good
5001,Midwest,5,2023-01-04 11:20:00,Good,Good,Good
5002,Midwest,4,2023-01-04 11:21:00,Good,Average,Average
5003,West,2,2023-01-04 11:22:00,Average,Average,Average
5004,Midwest,6,2023-01-04 11:23:00,Good,Average,Good
5005,West,7,2023-01-04 11:24:00,Good,Poor,Good
5007,West,9,2023-01-04 11:26:00,Good,Average,Poor
5008,West,4,2023-01-04 11:27:00,Good,Good,Good
5010,Midwest,3,2023-01-04 11:29:00,Average,Average,Good
5012,South,8,2023-01-04 11:31:00,Average,Good,Average
5013,South,5,2023-01-04 11:32:00,Average,Good,Average
5014,South,7,2023-01-04 11:33:00,Poor,Average,Average
5018,Midwest,6,2023-01-04 11:37:00,Good,Good,Average
5019,South,3,2023-01-04 11:38:00,Poor,Good,Good
5020,West,9,2023-01-04 11:39:00,Good,Average,Good
5021,South,2,2023-01-04 11:40:00,Good,Good,Average
5022,Midwest,3,2023-01-04 11:41:00,Average,Good,Good
5023,West,11,2023-01-04 11:42:00,Good,Average,Good
5024,South,6,2023-01-04 11:43:00,Average,Good,Average
5025,West,1,2023-01-04 11:44:00,Good,Average,Good
5026,South,8,2023-01-04 11:45:00,Average,Poor,Good
5027,Midwest,8,2023-01-04 11:46:00,Good,Good,Poor
5029,South,3,2023-01-04 11:48:00,Poor,Poor,Average
5031,Midwest,7,2023-01-04 11:50:00,Good,Poor,Average
5032,South,4,2023-01-04 11:51:00,Average,Good,Average
5033,South,6,2023-01-04 11:52:00,Good,Good,Average
5034,South,7,2023-01-04 11:53:00,Average,Average,Poor
5036,Midwest,8,2023-01-04 11:55:00,Good,Average,Good
5037,South,14,2023-01-04 11:56:00,Good,Good,Good
5038,West,6,2023-01-04 11:57:00,Poor,Average,Poor
5039,South,2,2023-01-04 11:58:00,Average,Good,Good
5040,West,3,2023-01-04 11:59:00,Good,Average,Poor
5041,West,5,2023-01-04 12:00:00,Average,Good,Average
5042,South,8,2023-01-04 12:01:00,Average,Good,Average
5044,South,1,2023-01-04 12:03:00,Good,Good,Good
5045,South,4,2023-01-04 12:04:00,Average,Good,Good
5046,South,7,2023-01-04 12:05:00,Good,Average,Good
5047,Midwest,12,2023-01-04 12:06:00,Average,Good,Average
5048,South,1,2023-01-04 12:07:00,Good,Average,Poor
5049,Midwest,6,2023-01-04 12:08:00,Average,Average,Good
5050,South,2,2023-01-04 12:09:00,Good,Poor,Good
5052,West,12,2023-01-04 12:11:00,Average,Average,Average
5055,Midwest,3,2023-01-04 12:14:00,Good,Good,Good
5056,South,4,2023-01-04 12:15:00,Good,Good,Good
5057,Midwest,3,2023-01-04 12:16:00,Average,Average,Good
5058,Midwest,1,2023-01-04 12:17:00,Good,Average,Good
5059,South,4,2023-01-04 12:18:00,Average,Average,Good
5060,Midwest,6,2023-01-04 12:19:00,Average,Good,Good
5061,West,5,2023-01-04 12:20:00,Good,Poor,Average
5062,West,4,2023-01-04 12:21:00,Average,Good,Good
5063,South,6,2023-01-04 12:22:00,Average,Average,Good
5064,Midwest,4,2023-01-04 12:23:00,Good,Good,Average
5065,South,2,2023-01-04 12:24:00,Average,Good,Good
5067,Midwest,3,2023-01-04 12:26:00,Good,Poor,Poor
5068,Midwest,3,2023-01-04 12:27:00,Good,Good,Average
5069,West,4,2023-01-04 12:28:00,Good,Poor,Good
5071,South,5,2023-01-04 12:30:00,Good,Average,Poor
5072,South,1,2023-01-04 12:31:00,Average,Good,Good
5073,Midwest,1,2023-01-04 12:32:00,Average,Good,Average
5075,West,2,2023-01-04 12:34:00,Poor,Average,Good
5076,South,2,2023-01-04 12:35:00,Good,Average,Good
5077,South,7,2023-01-04 12:36:00,Good,Good,Good
5079,Midwest,5,2023-01-04 12:38:00,Good,Average,Average
